read_id	alignment_direction	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_mapq
728fa374-03a6-4e21-9364-8b8a435d9052	+	chr19_Tail	3693	4002	1
3b8b5039-a417-47d3-81da-a31e1ae88335	+	chr19_Tail	3693	4005	26
a4aac2b9-e332-4bc4-badd-750f87c7f51d	-	chr19_Tail	3696	3997	0
c3e25a7c-7fd9-40b9-b6a9-946b41a82423	+	chr19_Tail	3697	3796	9
a4aac2b9-e332-4bc4-badd-750f87c7f51d	-	chr19_Tail	4667	4943	12
3fad8c4a-12a1-43dc-b826-d6aa79ed75a5	-	chr19_Tail	4667	4866	0
55748afc-9646-4dde-860f-eef210ede57d	+	chr19_Tail	20377	20699	2
fad75de4-ecb7-458f-b152-4a4be47b96f6	-	chr19_Tail	20378	20637	0
915c28f8-fcda-45a8-b4d4-263617baa69d	+	chr19_Tail	20392	20696	0
09098083-9d70-43cc-997a-9b6fcc5c9410	+	chr19_Tail	20397	20696	0
4366c8f4-129a-49f8-a05c-2702c327583c	+	chr19_Tail	24703	24986	5
b3c0c15a-3e51-4f63-b055-8f89686b02e0	+	chr19_Tail	25009	25306	1
bb294e40-6f6b-4233-91d0-be03aa08d014	+	chr19_Tail	25017	25309	0
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	-	chr19_Tail	25021	25229	7
ca7e6198-5158-4de0-afd8-cb4231771fc1	+	chr19_Tail	25184	25307	2
b8363116-549e-4610-9413-f15a2ad0dddc	-	chr19_Tail	25399	25711	0
4d22a731-93fc-48e2-a825-0352962b785f	+	chr19_Tail	25405	25692	1
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr19_Tail	25405	25721	2
5eda8221-8e14-45da-9be1-bbb255610e4b	+	chr19_Tail	25412	25701	0
ea593148-4b5a-4606-8650-4c743b5d8972	+	chr19_Tail	25412	25698	0
de90baf2-3c24-41ff-af8c-a4883da5fcb8	+	chr19_Tail	25419	25703	0
11077c45-b213-442e-b891-a4643ec7d187	+	chr19_Tail	26150	26431	0
f2ba16c7-fd4a-4a85-bb58-499541a4bedb	+	chr19_Tail	26168	26312	4
40e7d3d4-3f99-4247-af01-3caa48b9a99f	+	chr19_Tail	29242	29981	1
b4f45cf4-bb67-4ad0-ad65-0cc14516b7a2	+	chr19_Tail	29689	29891	0
950364fb-1425-4ab4-a19c-7c0ae54f07aa	+	chr19_Tail	31249	31582	0
da8851a9-b33d-4314-bdda-2e28dcf1287c	+	chr19_Tail	32814	33099	0
15509418-f75a-4ab3-8534-45ed86fef394	-	chr19_Tail	33976	34235	8
494d35a1-6c14-4979-90b5-1f0195ffe824	-	chr19_Tail	41542	41856	0
f2ba16c7-fd4a-4a85-bb58-499541a4bedb	-	chr19_Tail	42038	42303	0
40e7d3d4-3f99-4247-af01-3caa48b9a99f	+	chr19_Tail	43000	43325	5
d9f9f44f-d400-4658-9313-ad7f206fb3da	-	chr19_Tail	43065	43325	0
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	-	chr19_Tail	43364	43649	0
de90baf2-3c24-41ff-af8c-a4883da5fcb8	-	chr19_Tail	44503	45184	0
09098083-9d70-43cc-997a-9b6fcc5c9410	-	chr19_Tail	46918	47204	1
c3c42f81-f3d6-4824-bfa3-d8838542c055	+	chr19_Tail	47404	47944	0
4c757c91-bfb9-4256-8411-0d3fcf91651c	+	chr19_Tail	47426	47713	0
525f76f8-a357-40c7-a456-b3017440ef11	-	chr19_Tail	47744	48027	0
cb9f1492-7e33-48ed-a968-f56291e29c36	-	chr19_Tail	59392	60017	14
494d35a1-6c14-4979-90b5-1f0195ffe824	-	chr19_Tail	59395	60020	14
f69f4181-378f-4448-8d63-382a81ba8f25	+	chr19_Tail	59487	59710	11
3c383c38-5cf2-4c49-a53a-1bd2592fa5a2	+	chr19_Tail	59710	60016	0
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	-	chr19_Tail	59710	60027	24
915c28f8-fcda-45a8-b4d4-263617baa69d	-	chr19_Tail	59710	60018	0
dc141981-dbb0-420f-ad3a-fde96d7591a7	+	chr19_Tail	60671	60785	4
7d290fdf-3da6-4455-8564-2ec11fe2e953	+	chr19_Tail	60784	61089	9
bb294e40-6f6b-4233-91d0-be03aa08d014	+	chr19_Tail	60785	61075	0
f2ba16c7-fd4a-4a85-bb58-499541a4bedb	-	chr19_Tail	60785	61082	13
78d5cea0-b574-4a53-94eb-6ada99ae74ec	-	chr19_Tail	60785	61087	2
dc141981-dbb0-420f-ad3a-fde96d7591a7	-	chr19_Tail	60811	61086	4
8c1d62d6-5589-4adb-a27c-001b3249befe	+	chr19_Tail	62461	63420	0
5eda8221-8e14-45da-9be1-bbb255610e4b	-	chr19_Tail	62634	63420	4
7a2642d8-adc7-45c0-86ac-cf308d1a4671	-	chr19_Tail	63121	63424	0
0fae791c-e30c-413a-88da-9a003564bef4	+	chr19_Tail	63123	63428	0
dc141981-dbb0-420f-ad3a-fde96d7591a7	+	chr19_Tail	63129	63428	0
950364fb-1425-4ab4-a19c-7c0ae54f07aa	+	chr19_Tail	63129	63426	1
494d35a1-6c14-4979-90b5-1f0195ffe824	-	chr19_Tail	63129	63427	0
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chr19_Tail	63129	63420	0
3c383c38-5cf2-4c49-a53a-1bd2592fa5a2	+	chr19_Tail	63140	63428	1
6107829d-841d-4ba9-b52d-8544b3afd518	+	chr19_Tail	63167	63429	25
316bfdb5-6510-4ee2-bb31-000820cbf764	+	chr19_Tail	65005	65359	0
3bee6729-7a05-4f4f-950d-d9378b17fb3c	-	chr19_Tail	65037	65366	0
f4fc89dd-4d0d-4adf-bd6d-7b1c7995264f	+	chr19_Tail	65055	65357	0
02bfb3ad-2d40-4828-bb25-44e1f76372b1	+	chr19_Tail	65064	65321	0
46a1174a-be6e-4f3c-8078-d72bf78edd7f	+	chr19_Tail	65064	65343	0
299f76d7-5cdb-4127-858f-da334b6cfe1c	+	chr19_Tail	66549	66794	57
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chr19_Tail	66908	67592	0
ea593148-4b5a-4606-8650-4c743b5d8972	-	chr19_Tail	67016	67872	32
9b18cc1e-81f4-46a2-881b-e7900042d742	+	chr19_Tail	68150	68297	31
e89a24b0-7c39-42cc-8e43-8f981dafd92f	-	chr19_Tail	68451	68655	0
f4fc89dd-4d0d-4adf-bd6d-7b1c7995264f	+	chr19_Tail	69195	69516	0
983b05ac-88c6-4170-93f3-86c6783efb07	+	chr19_Tail	71080	71671	1
3377414a-9e2c-4a00-b67a-e5d628b2433f	-	chr19_Tail	71379	71671	14
fc57f908-ce60-4953-864e-6cf674ef156d	+	chr19_Tail	71391	71650	0
950364fb-1425-4ab4-a19c-7c0ae54f07aa	-	chr19_Tail	73086	73375	0
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	-	chr19_Tail	74730	74910	1
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	-	chr19_Tail	74730	75013	0
ccf77dae-395f-4109-a638-424ab035301d	+	chr19_Tail	74756	75011	0
fc57f908-ce60-4953-864e-6cf674ef156d	+	chr19_Tail	76381	76653	1
983b05ac-88c6-4170-93f3-86c6783efb07	+	chr19_Tail	93374	93987	0
2a590ad7-7277-45be-8e42-bb4c62fd9dc9	-	chr19_Tail	93374	93661	0
f32bd508-ed02-407f-83f7-3044566b1d5d	-	chr19_Tail	105409	105809	0
c3c42f81-f3d6-4824-bfa3-d8838542c055	+	chr19_Tail	105411	105723	0
7a2642d8-adc7-45c0-86ac-cf308d1a4671	+	chr19_Tail	105862	106466	5
10db0147-193b-40c2-befd-91cfcce682d6	-	chr19_Tail	105865	106469	38
ea593148-4b5a-4606-8650-4c743b5d8972	+	chr19_Tail	106172	106775	15
f402687e-0768-467d-a377-3464bee186ba	-	chr19_Tail	106177	106775	0
c3c42f81-f3d6-4824-bfa3-d8838542c055	-	chr19_Tail	106182	106775	13
6107829d-841d-4ba9-b52d-8544b3afd518	+	chr19_Tail	114731	115523	0
ca7e6198-5158-4de0-afd8-cb4231771fc1	+	chr19_Tail	115197	115521	0
3bee6729-7a05-4f4f-950d-d9378b17fb3c	+	chr19_Tail	115197	115524	0
f69f4181-378f-4448-8d63-382a81ba8f25	+	chr19_Tail	115209	115522	0
cb9f1492-7e33-48ed-a968-f56291e29c36	-	chr19_Tail	115210	115516	0
46a1174a-be6e-4f3c-8078-d72bf78edd7f	-	chr19_Tail	115225	115508	0
02bfb3ad-2d40-4828-bb25-44e1f76372b1	-	chr19_Tail	115247	115508	1
dc141981-dbb0-420f-ad3a-fde96d7591a7	+	chr19_Tail	117832	118122	21
69b2c237-1d4b-48cf-84e7-b86761800a9d	-	chr19_Tail	120890	121185	0
69b2c237-1d4b-48cf-84e7-b86761800a9d	-	chr20_Tail	9332	9614	0
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	-	chr20_Tail	26811	27077	0
525f76f8-a357-40c7-a456-b3017440ef11	+	chr20_Tail	41518	41824	0
c0013859-caf4-428f-a12c-e3d5adf0e01f	-	chr20_Tail	41538	41813	20
7a2642d8-adc7-45c0-86ac-cf308d1a4671	+	chr20_Tail	42483	42760	1
62e423d5-67e1-4660-9625-27ecfa6b44f4	-	chr20_Tail	42536	42746	0
597f7a6e-2d7f-4edc-81b8-712f1fd53649	-	chr20_Tail	47008	47841	0
b86d85db-45df-44cf-b682-14220426f8df	-	chr20_Tail	50180	50252	0
a6a23bf4-5a86-47b5-9a26-ac7f78e619b0	-	chr20_Tail	55435	55740	4
40e7d3d4-3f99-4247-af01-3caa48b9a99f	-	chr20_Tail	55497	55736	5
d7a02959-f56e-44a1-9962-95a9f3fe1c70	+	chr20_Tail	73339	73860	0
264aad39-3f75-45fb-adf7-988df00e3937	+	chr20_Tail	91358	91706	1
40e7d3d4-3f99-4247-af01-3caa48b9a99f	+	chr20_Tail	101407	101664	0
73fc839f-a0aa-4e3f-b214-7bb37013cb0e	-	chr20_Tail	101414	101664	0
99985915-30e6-4aa0-92ad-ba88c29ba00f	+	chr20_Tail	114087	114903	0
423f82f1-b3d3-4c3d-a5cc-e6884c9984cd	+	chr20_Tail	114385	114651	0
d7a02959-f56e-44a1-9962-95a9f3fe1c70	-	chr20_Tail	114400	114750	0
2a590ad7-7277-45be-8e42-bb4c62fd9dc9	-	chr20_Tail	116998	117272	0
c9fa6f4f-771e-478c-92c5-d8a71ab7f943	-	chr20_Tail	116999	117283	0
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	-	chr21_Tail	1930	2226	0
6107829d-841d-4ba9-b52d-8544b3afd518	+	chr21_Tail	23574	23852	3
5eda8221-8e14-45da-9be1-bbb255610e4b	-	chr21_Tail	23586	23890	1
eb82e11d-c9fd-462a-b899-b35663d18424	-	chr21_Tail	37436	38504	0
81742d15-1965-4820-8891-57d4d0700791	-	chr21_Tail	38157	39028	34
eb82e11d-c9fd-462a-b899-b35663d18424	+	chr21_Tail	38731	39088	1
264aad39-3f75-45fb-adf7-988df00e3937	-	chr21_Tail	39546	39842	3
09098083-9d70-43cc-997a-9b6fcc5c9410	-	chr21_Tail	39563	39845	0
8c1d62d6-5589-4adb-a27c-001b3249befe	+	chr21_Tail	57057	57111	4
f8c05342-7a2e-4773-820b-09fb8f171453	-	chr21_Tail	58622	58765	9
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	+	chr21_Tail	61424	61708	0
3083def3-f431-4d95-9f93-8e00c157ace1	-	chr21_Tail	62640	63018	0
4366c8f4-129a-49f8-a05c-2702c327583c	-	chr21_Tail	62648	63018	1
99985915-30e6-4aa0-92ad-ba88c29ba00f	-	chr21_Tail	63362	63403	1
4eb51968-9360-468f-a92a-79bda3c66e60	-	chr21_Tail	63369	63421	1
b3c0c15a-3e51-4f63-b055-8f89686b02e0	-	chr21_Tail	68502	68794	0
05d3a628-8ca7-4100-a782-e55ed95c1570	+	chr21_Tail	68512	69248	0
8f2b8b28-48b1-4d05-8701-02869c6b01a2	-	chr21_Tail	68545	68785	0
4366c8f4-129a-49f8-a05c-2702c327583c	-	chr21_Tail	72798	73164	0
55748afc-9646-4dde-860f-eef210ede57d	-	chr21_Tail	76396	76900	7
743a7dbf-573a-4501-a0e2-02fe31572b58	+	chr21_Tail	76397	76805	0
1b1493e2-19ea-41aa-ab0d-387b6aefc6b7	-	chr21_Tail	78737	78995	25
4800e5ff-ba84-40e6-88b1-acd5130b9006	-	chr21_Tail	88328	88611	6
bb294e40-6f6b-4233-91d0-be03aa08d014	+	chr21_Tail	111984	112290	1
b9e56b06-38a9-4938-ac29-cfb96c719db0	+	chr21_Tail	111987	112161	0
bb294e40-6f6b-4233-91d0-be03aa08d014	-	chr21_Tail	111987	112284	1
d2840f27-afa7-44e6-b996-618f584f38f1	-	chr21_Tail	111995	112275	1
4d22a731-93fc-48e2-a825-0352962b785f	-	chr21_Tail	122113	122746	60
1b1493e2-19ea-41aa-ab0d-387b6aefc6b7	-	chr21_Tail	122118	122383	1
3de93e94-e537-45e7-a418-5fc9fb6d4ce6	-	chr21_Tail	140275	140570	0
3b8b5039-a417-47d3-81da-a31e1ae88335	-	chr21_Tail	143023	143326	0
728fa374-03a6-4e21-9364-8b8a435d9052	-	chr21_Tail	143024	143326	0
b09aea71-14ac-4e22-a85e-8a7306451045	+	chr21_Tail	143054	143337	1
5eda8221-8e14-45da-9be1-bbb255610e4b	+	chr22_Tail	124	419	0
7d290fdf-3da6-4455-8564-2ec11fe2e953	-	chr22_Tail	758	1566	5
c2af814b-5c19-46f1-9a18-4c8e37c02eff	-	chr22_Tail	984	1232	0
3d996caa-cc16-491d-b6cb-e931a4656c7b	-	chr22_Tail	1075	1241	10
ebbdcd1a-37fc-4003-8d7e-24dc80790ee9	-	chr22_Tail	1283	1566	0
78d5cea0-b574-4a53-94eb-6ada99ae74ec	+	chr22_Tail	3744	4059	1
b86d85db-45df-44cf-b682-14220426f8df	-	chr22_Tail	8341	8632	7
3fad8c4a-12a1-43dc-b826-d6aa79ed75a5	+	chr22_Tail	45678	45984	23
1f321fe5-36cf-4861-9e24-4f70ea61c489	+	chr22_Tail	46811	47017	0
62e423d5-67e1-4660-9625-27ecfa6b44f4	-	chr22_Tail	47499	47800	1
e86cb83e-253c-4645-a589-02ceeeaf746b	+	chr22_Tail	80914	81209	60
3bee6729-7a05-4f4f-950d-d9378b17fb3c	+	chr22_Tail	80916	81208	1
ccf77dae-395f-4109-a638-424ab035301d	+	chr22_Tail	80965	81208	1
743a7dbf-573a-4501-a0e2-02fe31572b58	-	chr22_Tail	81681	81870	1
ca7e6198-5158-4de0-afd8-cb4231771fc1	-	chr22_Tail	81681	81981	0
b43d7df0-8f63-42c7-b006-4e9718f63dec	+	chr22_Tail	81682	81981	0
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	+	chr22_Tail	81684	81981	0
c380b73a-60f0-45e0-b483-d5d0540e2599	-	chr22_Tail	81699	81981	0
0e950199-6fad-424a-a63f-8dfaa9376c87	-	chr22_Tail	88710	95055	0
1c8789d0-8d0a-4f39-a83b-4bbfb68d9820	+	chr22_Tail	88723	92522	0
be547673-5c46-4dde-a6d5-14bac4e89c36	-	chr22_Tail	88728	89013	0
faf721b9-e5d0-4640-be93-ab25a8d70349	+	chr22_Tail	90071	92253	0
fe15c70a-ea8d-4b8d-95a7-38a82f82cb59	-	chr22_Tail	90866	91048	0
b8363116-549e-4610-9413-f15a2ad0dddc	-	chr22_Tail	96656	97595	34
c0013859-caf4-428f-a12c-e3d5adf0e01f	-	chr22_Tail	96656	96961	0
d99fe13e-a3f6-4482-942e-01c6f1b80dde	-	chr22_Tail	96660	96950	0
da8851a9-b33d-4314-bdda-2e28dcf1287c	+	chr22_Tail	97294	97598	0
915c28f8-fcda-45a8-b4d4-263617baa69d	-	chr22_Tail	97301	97595	0
983b05ac-88c6-4170-93f3-86c6783efb07	+	chr22_Tail	99131	99428	0
bb294e40-6f6b-4233-91d0-be03aa08d014	-	chr22_Tail	99133	99420	1
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chr22_Tail	100473	100599	1
71c06027-0fe8-4c3b-8fb6-3dcba556a444	+	chr22_Tail	101013	102015	1
316bfdb5-6510-4ee2-bb31-000820cbf764	+	chr22_Tail	103238	103555	0
b43d7df0-8f63-42c7-b006-4e9718f63dec	+	chr22_Tail	112470	112765	0
b8363116-549e-4610-9413-f15a2ad0dddc	-	chr22_Tail	112470	112765	1
f69f4181-378f-4448-8d63-382a81ba8f25	-	chr22_Tail	112470	112765	0
ca7e6198-5158-4de0-afd8-cb4231771fc1	+	chr22_Tail	113359	113649	8
55a015d5-d220-45bf-9f34-0057829a7deb	-	chr22_Tail	139973	140324	0
b09aea71-14ac-4e22-a85e-8a7306451045	+	chr22_Tail	144618	144902	0
915c28f8-fcda-45a8-b4d4-263617baa69d	-	chrX_Tail	2134	2439	7
bb294e40-6f6b-4233-91d0-be03aa08d014	+	chrX_Tail	2135	2438	1
176db1e5-dd25-4031-be1b-6b98a3b90497	-	chrX_Tail	2135	2438	1
41c25098-48fd-4c48-8f80-0211a812d04e	-	chrX_Tail	11214	11480	0
f7100e91-5578-4494-a085-8e72fed27e20	-	chrX_Tail	14175	14519	0
bd8fbcf7-74c2-4913-93e4-263f727d5d0f	-	chrX_Tail	21800	22296	0
41c25098-48fd-4c48-8f80-0211a812d04e	+	chrX_Tail	22739	22810	1
60123151-c950-420c-aa8c-37d7f82fe567	+	chrX_Tail	28237	30638	0
2f63e679-6958-4f46-89c6-77a4a59ca541	-	chrX_Tail	28396	29993	16
743a7dbf-573a-4501-a0e2-02fe31572b58	+	chrX_Tail	30765	31207	19
9b18cc1e-81f4-46a2-881b-e7900042d742	+	chrX_Tail	30794	35799	0
55748afc-9646-4dde-860f-eef210ede57d	-	chrX_Tail	30794	31309	0
fd781713-af3d-4f65-80b9-cc21a5661dfa	-	chrX_Tail	30794	32738	10
0841c511-2755-4bae-a137-0040d8f41e44	+	chrX_Tail	30802	32868	0
55748afc-9646-4dde-860f-eef210ede57d	+	chrX_Tail	30817	33080	1
8ad96fb1-ad98-4a35-a1aa-abac6d48440f	-	chrX_Tail	30886	37195	13
5a9ff7e2-5ae9-4c18-b361-7145866fa187	-	chrX_Tail	30958	35500	20
15509418-f75a-4ab3-8534-45ed86fef394	+	chrX_Tail	43020	45563	6
4d6074ae-b84d-4d83-87fe-ac1271ffc7b8	-	chrX_Tail	49134	55258	0
1db45993-004d-4b9f-a84d-8a2fa0014274	+	chrX_Tail	49148	50776	0
6b480b8c-8ad1-45f7-b810-46cb7c5d6de9	+	chrX_Tail	79246	79534	0
525f76f8-a357-40c7-a456-b3017440ef11	-	chrX_Tail	101471	101736	0
423f82f1-b3d3-4c3d-a5cc-e6884c9984cd	+	chrX_Tail	101480	101771	0
71c06027-0fe8-4c3b-8fb6-3dcba556a444	-	chrX_Tail	112716	113329	4
7b8a9146-c8fc-46e0-91b0-f365255c1cc7	-	chrX_Tail	112722	113329	1
a3694b65-9221-4a6c-ab70-f722edd6bcfc	+	chrX_Tail	113049	113329	0
d9f9f44f-d400-4658-9313-ad7f206fb3da	+	chrX_Tail	113054	113312	0
4c757c91-bfb9-4256-8411-0d3fcf91651c	-	chrX_Tail	113067	113305	0
8f2b8b28-48b1-4d05-8701-02869c6b01a2	+	chrX_Tail	113071	113307	0
c380b73a-60f0-45e0-b483-d5d0540e2599	+	chrX_Tail	134493	134783	0
b087dc75-3ae2-406b-a60b-e43ca7459cdc	+	chrX_Tail	135485	135723	0
e89a24b0-7c39-42cc-8e43-8f981dafd92f	-	chrY_Tail	2599	2895	10
41c25098-48fd-4c48-8f80-0211a812d04e	-	chrY_Tail	7741	8007	0
f7100e91-5578-4494-a085-8e72fed27e20	-	chrY_Tail	10702	11046	0
bd8fbcf7-74c2-4913-93e4-263f727d5d0f	-	chrY_Tail	18330	18826	0
60123151-c950-420c-aa8c-37d7f82fe567	+	chrY_Tail	24772	27173	1
743a7dbf-573a-4501-a0e2-02fe31572b58	+	chrY_Tail	27300	27742	0
9b18cc1e-81f4-46a2-881b-e7900042d742	+	chrY_Tail	27329	32334	0
fd781713-af3d-4f65-80b9-cc21a5661dfa	-	chrY_Tail	27329	29273	0
0841c511-2755-4bae-a137-0040d8f41e44	+	chrY_Tail	27337	29403	0
8ad96fb1-ad98-4a35-a1aa-abac6d48440f	-	chrY_Tail	27421	33730	0
4eb51968-9360-468f-a92a-79bda3c66e60	+	chrY_Tail	27496	31084	60
5a9ff7e2-5ae9-4c18-b361-7145866fa187	-	chrY_Tail	28267	32035	0
3bee6729-7a05-4f4f-950d-d9378b17fb3c	-	chrY_Tail	39550	42093	12
4d6074ae-b84d-4d83-87fe-ac1271ffc7b8	-	chrY_Tail	45658	51783	0
1db45993-004d-4b9f-a84d-8a2fa0014274	+	chrY_Tail	45672	47300	0
02bfb3ad-2d40-4828-bb25-44e1f76372b1	+	chrY_Tail	63042	63326	7
6b480b8c-8ad1-45f7-b810-46cb7c5d6de9	+	chrY_Tail	75769	76057	0
bc331c7c-44b6-419f-b5c7-d2f65e950b4e	+	chrY_Tail	75781	76058	1
525f76f8-a357-40c7-a456-b3017440ef11	-	chrY_Tail	97996	98261	0
423f82f1-b3d3-4c3d-a5cc-e6884c9984cd	+	chrY_Tail	98005	98296	0
423f82f1-b3d3-4c3d-a5cc-e6884c9984cd	-	chrY_Tail	102887	103239	0
e8f21d0a-9b09-4355-8c2c-2230324c9a3f	+	chrY_Tail	108860	108969	1
ca7e6198-5158-4de0-afd8-cb4231771fc1	+	chrY_Tail	109264	109829	10
a3694b65-9221-4a6c-ab70-f722edd6bcfc	+	chrY_Tail	109573	109853	0
d9f9f44f-d400-4658-9313-ad7f206fb3da	+	chrY_Tail	109578	109836	0
8f2b8b28-48b1-4d05-8701-02869c6b01a2	+	chrY_Tail	109595	109831	0
264aad39-3f75-45fb-adf7-988df00e3937	-	chrY_Tail	111771	112066	0
a1b8ab51-3b05-4ea3-a51b-67d678abfd1a	+	chrY_Tail	117037	117323	1
8ac02ba5-f878-4e5e-9ce1-11e6b17d4cd3	+	chrY_Tail	123836	123908	1
c380b73a-60f0-45e0-b483-d5d0540e2599	+	chrY_Tail	131020	131310	0
fe0a7e07-1402-4882-a486-600785580397	*	*	0		0
b7a8f55a-d062-4f30-9d18-18cf3011b3e8	*	*	0		0
837c4496-59c4-4343-844d-de1960154b77	*	*	0		0
698ec2b1-6a36-453e-a6fa-8ee2b2d1b0d1	*	*	0		0
03924044-fa7a-476c-a174-c645f091e3fa	*	*	0		0
af7d63e2-1aa8-4928-889d-d525b43c51ff	*	*	0		0
7a790735-ad37-433d-95c9-5678af53c42e	*	*	0		0
9c7de40f-6944-4771-b9fc-4a5bddeea36d	*	*	0		0
6d4f05d1-6509-4ae3-9bf3-4e050a5f6675	*	*	0		0
2961cd15-cd26-45e8-a5c4-cb0c54726305	*	*	0		0
3b1e223b-e109-4539-af16-d16ab80e234e	*	*	0		0
3d5efabf-9c42-4268-80d4-42b11d5f912c	*	*	0		0
b33bdac8-31d9-4e5e-b06d-d92d1092f848	*	*	0		0
297cbc43-1bce-448b-b1aa-45fbc8210edb	*	*	0		0
632d7659-7619-4c19-8717-e02a8e8df6f5	*	*	0		0
90c8773f-8873-4034-b87c-eb6af77d17f6	*	*	0		0
e85bcaa6-a159-45cd-9bf6-d8680f05fb64	*	*	0		0
6a12f141-49e1-428e-bda3-5751710d1f9c	*	*	0		0
ec28c871-748e-40c2-8e49-561efd4e27d9	*	*	0		0
9a0de3fd-4f30-4e01-bfb2-995453359066	*	*	0		0
af6bf85c-21e2-4359-b0da-c62fc522d633	*	*	0		0
5061b71c-5e8d-491a-95ad-20d09654a2b1	*	*	0		0
6619d772-d8ad-4643-932e-bba403228bb8	*	*	0		0
82bb74ab-13cb-4563-85a7-506b98eebcc8	*	*	0		0
822e4240-c568-4d11-9d91-2e8ec5023e01	*	*	0		0
c710298a-63fb-49b8-9735-09a9d484d291	*	*	0		0
8dd23b40-de18-459a-b5d8-08b145882311	*	*	0		0
9098f308-69fe-4627-8ad1-2f4fcf294463	*	*	0		0
abbb31e8-2d41-4252-874b-620bfd0be2c5	*	*	0		0
eee63816-dca8-4686-bd85-1e879d56cd6e	*	*	0		0
128f4f2b-fe11-4e19-bbe8-a3232f791067	*	*	0		0
436261f7-f58f-4d2a-9f74-36e070bed6a1	*	*	0		0
36d365d2-47c2-4455-964e-8ba24530f1b8	*	*	0		0
8201bea5-2524-448f-9046-724d6e2e5275	*	*	0		0
f68568d6-1cf0-4226-9014-5b7df041c7fd	*	*	0		0
fc19da0c-11e1-4fad-a241-8c6368d32859	*	*	0		0
d904a966-4aea-4847-a4c0-430a36926b7a	*	*	0		0
8cce865d-3efd-41e0-b54d-3afc618cb012	*	*	0		0
d5d6f955-adc9-4248-888d-3fbbbe563921	*	*	0		0
f9e68a55-d648-44e4-8a9f-6cbdd96c5a13	*	*	0		0
80479c4d-7171-4f04-8ad1-411cb4473c4e	*	*	0		0
ebcaf31f-c332-48cd-b3b6-7505ace0830b	*	*	0		0
9e24ea14-7e57-4303-ba64-041a47fd66f9	*	*	0		0
c3f76fec-eb9e-43cc-9af3-fc66a7372259	*	*	0		0
14701f6f-5e57-454d-bc12-8e8dfa06b952	*	*	0		0
60e927d6-3765-4149-bb37-f7ff57fc6672	*	*	0		0
bbddf819-af0f-4f7f-abf9-eb304b43cefb	*	*	0		0
92bc5ff7-8808-4004-96c1-87d11700adaf	*	*	0		0
c07218c6-3bdf-4018-93e8-d09575dffabf	*	*	0		0
b326d7bc-8144-44b4-84b6-ff215cce0d8f	*	*	0		0
3d924825-7e3a-4502-b984-37f69729a447	*	*	0		0
49273237-6d4e-4ad7-be79-9875eae95a64	*	*	0		0
4d1b2fbd-b733-489a-9591-f53768d050df	*	*	0		0
166edc35-5595-4cf5-86e9-7c03e9ac4200	*	*	0		0
439c5af7-cf63-42fe-babd-160b7e043088	*	*	0		0
98b4913e-86d2-4aa4-9634-36a08c7affe4	*	*	0		0
ed0dbdbf-e615-4926-b2d9-1a11fceaaf3e	*	*	0		0
44db8e08-c8f6-44ff-b6d3-4616c9447a20	*	*	0		0
3fc49753-6f88-4929-9ea9-67e2f0277bc4	*	*	0		0
468a0918-d4e2-4dc5-99e1-183514ea59d5	*	*	0		0
b2c8d2eb-d062-4b7d-bf36-08c8f7816afc	*	*	0		0
c912afa3-829e-4f28-828d-8acf9747aac5	*	*	0		0
2170f8bf-8875-40e3-828d-cbf578ac7fa6	*	*	0		0
dff93d0c-ff5f-448c-8c7f-e68ce2c36a98	*	*	0		0
f4a09633-d86a-4389-adce-9ee989e1cc8b	*	*	0		0
be692901-daf7-40b0-9fed-ecb632ff4bb8	*	*	0		0
9755116e-68db-45a0-9713-cb455edc2684	*	*	0		0
11e6949d-aaf9-4d92-b2b0-6a3015e5c1c7	*	*	0		0
f853352b-9bae-4209-af58-15dd34d2bd64	*	*	0		0
974015c3-7038-4c7a-b336-62515d25b403	*	*	0		0
04d1ca7d-af9c-4bdc-bfd2-0875e0260819	*	*	0		0
65879a90-eed5-4cba-8ca2-0c04ea30413d	*	*	0		0
fc44a701-7f45-4eab-8028-64cf9038377a	*	*	0		0
08206068-22f1-47d0-a349-d8b1fe65da2d	*	*	0		0
4c992c4a-baea-4725-a27b-40421328f54b	*	*	0		0
f38c4537-ff3f-4586-8248-9693a624f034	*	*	0		0
bf6f8b97-c5a5-4628-85fd-4d27c6d6f260	*	*	0		0
a94477f4-8305-47f1-be39-b2427564c320	*	*	0		0
cdc8d53f-f849-417a-960c-b7a9aa4d210a	*	*	0		0
2484fa04-6c7a-4f78-a469-11ba6a9da47d	*	*	0		0
